contentId,Top1,Top2,Top3,Top4,Top5
6187300944962737279,1328618437884612347,8340838192486391835,6678691743269420670,5258604889412591249,-6570327055377820618
-4205603734017049464,2215773447123360543,4909630283317268181,-6761163882540291832,-2405892683303291957,231281690254211527
-6579094253358169934,2760335717049716507,5929055844564382383,5037403311832115000,5930806521893160184,-8900113512825364282
7202701636941380671,-7762049078455894395,4891010769166501207,6947862790919978120,-5729915270134094048,5429045128339158843
2543311963908571128,-6590064508646491981,-5729915270134094048,5524888769622800245,4891010769166501207,-8606063418076691067
-8606063418076691067,-6590064508646491981,-5729915270134094048,5524888769622800245,4891010769166501207,2543311963908571128
6591221581057159843,3467834993860080188,7727369224210483739,6797493571710971497,7631327570702153011,215332765550420709
1642787330067525131,-502840688786875793,-72844094766108869,-5843518165523212471,-5794047401651735687,2050138727387005412
-4831310174172854034,8526042588044002101,3262705634545542432,-2976309714446243509,-7646922141533719881,6947862790919978120
4532698165746826599,4785499183287168509,886450434856305025,3407455496422791860,-7534240757267992657,-2976309714446243509
3262705634545542432,-2976309714446243509,8526042588044002101,-7646922141533719881,6947862790919978120,-4831310174172854034
-7732246497578572511,-8009994379436553252,-7442296890640709658,-1897853393557630253,2642993575444549134,6049739262059615567
7814856426770804213,-1243978819371381632,-7638840925036528150,2081512200574495983,-7442296890640709658,-2358644309529026633
6797493571710971497,-7191607771634445823,-6642751159620064055,8836508987743809103,-8353590933060505654,-2940536914889279273
-8009994379436553252,-5257244885628286303,5053372977408537204,-9086955082453789880,-9089854794058353436,-434149774629603391
5688444173453700360,3679601493757850490,6669026579073415958,962287586799267519,428486625959995206,-7534240757267992657
4815632823882298534,231281690254211527,457505998997890101,-6761163882540291832,-5843518165523212471,-5082274522455747241
-78667914647336721,4532698165746826599,4785499183287168509,-4831310174172854034,-2976309714446243509,-2123288010168989418
1649752043999819668,-885886002174762919,-3020916840917845519,1873952032843878490,-2097075598039554565,2930191803881821526
-2940536914889279273,2399228553079505025,5258604889412591249,-6570327055377820618,6797493571710971497,-8353590933060505654
7345394467579731315,6669026579073415958,-115909536143817330,-8473322535064919980,-713893030279048092,-532999578436827210
6389624212149850449,-115909536143817330,672199059798181601,5410293063635507608,5211673327552264703,6006800146436649545
-8657415528200615063,2572662123697831414,-1101361754763388054,2930191803881821526,-2097075598039554565,1649752043999819668
-6215634663594744290,7775857588929395558,-4024778022934140027,5111115201913219115,3293246847422795557,8836508987743809103
-8781597910014596432,-5082274522455747241,-2323511129839590090,-5843518165523212471,-2405892683303291957,231281690254211527
1117455951802655890,-6761163882540291832,-3513353119850106583,3288699993147470797,-8591127493017117985,-4487024160266973763
6658481071718074876,2834072258350675251,-340541651592032197,-8591127493017117985,231281690254211527,-2708021095252721995
-8615008595949058842,2399228553079505025,-3269885695260066314,-7191607771634445823,-3751249597609107201,6678691743269420670
-3307413259092352650,-6728844082024523434,-14569272361926584,5854206600849997966,-6642751159620064055,1469580151036142903
3465127447598546258,-7525512143002603676,2255878226385826814,1184320069221244535,8057379878708189245,5395868751435718725
-2440547657721869309,8424505741986577894,5053372977408537204,-5257244885628286303,-9089854794058353436,-434149774629603391
7401798504722165526,-879594538384021068,4815632823882298534,2096088841518695759,1115750778137998115,231281690254211527
-2855218766021441159,1751822544912242581,-8582642829303844420,-7215110246375999491,-6872546942144599345,6569463984699537820
-91139000311163410,-7638840925036528150,672199059798181601,-1999468346928419252,-4195851681734441295,5410293063635507608
-6642751159620064055,-847494979958007433,-6728844082024523434,-2976309714446243509,5854206600849997966,1469580151036142903
-498795758651788662,2930191803881821526,-7130425546996181071,1649752043999819668,-7108012586837980940,3566197569262766169
8628621643938810986,348632682812866328,9026402401132606773,-3267081294086663175,2277184202014276839,-7555896091148631419
6034099213718885791,6634206168889468590,-2400879112398974660,826748584447376099,-5283011611531067471,-7130425546996181071
5524888769622800245,-6590064508646491981,-5729915270134094048,-8606063418076691067,4891010769166501207,2543311963908571128
-790959521412948853,231281690254211527,1115750778137998115,-5082274522455747241,-2323511129839590090,6750029764020453263
-6510151088126868601,5395868751435718725,5842191581670322333,3999205546352981758,-5458316826145145813,2255878226385826814
4422997595777504091,-9033211547111606164,31349081826574004,-2487699318115820990,8353614127518545485,-4762897581600184489
-9056114023474725450,-3660106964555224100,-4640750981890093183,5328558001212551235,6908884359295619150,5135371516547401748
2106559900295325351,-3307413259092352650,5854206600849997966,-6642751159620064055,1469580151036142903,-14569272361926584
6947862790919978120,5429045128339158843,3382795524953511662,7202701636941380671,-4831310174172854034,-7646922141533719881
-3751249597609107201,-3745582971859460684,3750772607644674028,-5637143900506554933,5258604889412591249,6678691743269420670
2399228553079505025,-6639617916149472585,-8473322535064919980,5258604889412591249,-8068727428160395745,2399228553079505025
-8068727428160395745,1328618437884612347,-9033211547111606164,-6244754482621048226,-3745582971859460684,5258604889412591249
-3513353119850106583,1117455951802655890,-2405892683303291957,-2323511129839590090,-6761163882540291832,4717008760225392411
-3351652027149912881,3293246847422795557,6797493571710971497,-14569272361926584,3714350889740403446,8836508987743809103
-4483059513836093676,3058137260516373249,5842191581670322333,8708452471825540133,-4024778022934140027,-8900113512825364282
-6932442635231192683,4422997595777504091,-6798063491592860025,2081512200574495983,-885886002174762919,-1181242543195516037
-266262937631881148,4895396506368139469,6634206168889468590,826748584447376099,-7130425546996181071,-5283011611531067471
4904775878165401439,-3872763991286728274,6009447229221815725,-6642751159620064055,-1101361754763388054,6195056361889291497
-7423191370472335463,9209886322932807692,231281690254211527,-5082274522455747241,1115750778137998115,5779887740609126631
-1353560213232970946,-1306208577536428610,-686679025328909441,-2167839778474325326,-502840688786875793,2215773447123360543
6908884359295619150,826748584447376099,-2400879112398974660,-4640750981890093183,-5283011611531067471,5135371516547401748
3399073250354435892,-5283011611531067471,6908884359295619150,-266262937631881148,-2184022689343185012,3399073250354435892
3399073250354435892,-5283011611531067471,6908884359295619150,-266262937631881148,-2184022689343185012,3399073250354435892
4717008760225392411,-2323511129839590090,1971653634364577968,-6761163882540291832,231281690254211527,-5082274522455747241
-1511619461666295654,-4358357193736101128,-2323511129839590090,-5843518165523212471,8020104407235635818,-3071732669882279801
-8677396111092711799,2870099478920706993,-5011709367955107239,393734797767236089,393734797767236089,-6468782714472551646
-9152398073968262186,2314077149264083254,8340838192486391835,3058137260516373249,6817244649248188271,-4070929606295451361
-1606980109000976010,722931447608069342,3562616807243819955,-1306208577536428610,-6761163882540291832,4717008760225392411
3293246847422795557,4671890082953295903,5111115201913219115,7775857588929395558,-6215634663594744290,8836508987743809103
5263606973029607223,5484061377044071389,428486625959995206,6006800146436649545,-2097075598039554565,-7646922141533719881
8836508987743809103,4702453495211185350,5111115201913219115,7775857588929395558,-6215634663594744290,3293246847422795557
-1425776303341065806,-7666273193533605701,-5403733687257676872,-2323511129839590090,-2167839778474325326,-6761163882540291832
-8353590933060505654,-9033211547111606164,5258604889412591249,-6570327055377820618,6797493571710971497,-2940536914889279273
-4451918963121780798,-8068727428160395745,5211673327552264703,-4309525417316029305,-6340141548068597572,3293246847422795557
4667058261084775379,4815632823882298534,-6761163882540291832,231281690254211527,-5843518165523212471,-2167839778474325326
8926283897590637985,6847460841437230342,-6728844082024523434,1990052153136096105,8302949268716967655,1220948775534529013
3056097063387494549,-2323511129839590090,-5843518165523212471,2215773447123360543,2870099478920706993,-2167839778474325326
-9086955082453789880,-8009994379436553252,6892866957050839435,-623310439329591027,-5458316826145145813,5395868751435718725
-2780168264183400543,1184320069221244535,6678691743269420670,-4029704725707465084,-7732246497578572511,-4925213312961842798
-3269885695260066314,-6639617916149472585,-8473322535064919980,5258604889412591249,-8068727428160395745,2399228553079505025
8353614127518545485,5211673327552264703,-2487699318115820990,428486625959995206,-9033211547111606164,4422997595777504091
4671890082953295903,-3269885695260066314,-3951274083288934897,7506614456429888492,3293246847422795557,4866620033136147586
6750029764020453263,-5690023155612846030,4546206336477094824,-2323511129839590090,-5082274522455747241,-790959521412948853
-6245524727898921842,1797385737206265555,-8009994379436553252,-1150591229250318592,-7499831854130267106,1532206435917316688
-6466212324513658217,8302949268716967655,-4270702541777554377,6917508501173008954,-6380034335041404646,3618271604906293310
-4158297476631283435,-6728844082024523434,-2424983931459616622,-2976309714446243509,886450434856305025,-6119620726358216329
7334805502505837712,-9040419159428373932,-1306208577536428610,-7047448754687279385,-2405892683303291957,-2323511129839590090
-4293262855938209141,5037403311832115000,5930806521893160184,-3951274083288934897,-3060116862184714437,4785499183287168509
-6772450850499951060,-4996336942690402156,-5160830061297425098,7419040071212162906,-1999468346928419252,1561244083438776495
-623310439329591027,-5458316826145145813,5395868751435718725,-9086955082453789880,8659918766210334195,6236312923258954569
231281690254211527,4815632823882298534,5779887740609126631,-6761163882540291832,1115750778137998115,-5082274522455747241
-7905002887579197656,31349081826574004,-8286289711960957081,8708452471825540133,-6564402465035266866,-273156842634169039
-7130425546996181071,5005421293875190218,6634206168889468590,4895396506368139469,-5283011611531067471,826748584447376099
-5895530418852362770,-6207670654614839859,-3951274083288934897,4785499183287168509,-3179358869851478234,-7384231993217222764
7529823674661315431,-3348652277274905234,-7273935215244206740,-6798063491592860025,-624901815223005993,-6851896696719147400
-2871347907044769386,-6215634663594744290,-1878569380455769122,428486625959995206,1328618437884612347,717471739656838182
6999813113145211708,-2871347907044769386,-6728844082024523434,3091351089612339864,6766105865162331239,-1878569380455769122
1328618437884612347,-1419188045265393093,5258604889412591249,-8068727428160395745,5211673327552264703,-9033211547111606164
-3348652277274905234,-2323511129839590090,-6851896696719147400,-6798063491592860025,7529823674661315431,-7273935215244206740
-2167839778474325326,4815632823882298534,8020104407235635818,-5843518165523212471,-2323511129839590090,2215773447123360543
7850245260835292221,4815632823882298534,1115750778137998115,5779887740609126631,-5082274522455747241,-3687965339291665275
-3687965339291665275,4546206336477094824,1115750778137998115,5779887740609126631,-5082274522455747241,7850245260835292221
-1878569380455769122,8289800212949675494,-2871347907044769386,6766105865162331239,3091351089612339864,6999813113145211708
-253149055249888078,-6639617916149472585,5258604889412591249,-6570327055377820618,6678691743269420670,-5637143900506554933
-8145607370067359341,-91139000311163410,4744297321841608877,-115892576593938933,5410293063635507608,8243193415815549463
319340024738595907,3704349024245704692,-6761163882540291832,9213260650272029784,4667058261084775379,967143806332397325
5313335392004163852,4785499183287168509,6716649347760033969,3382795524953511662,7506614456429888492,-9033346036688923648
-4925213312961842798,-7463572107837163154,834896074125772354,1220948775534529013,6678691743269420670,-2780168264183400543
6222001809679591440,5929055844564382383,6607431762270322325,-1676378465482420452,8424505741986577894,8631616594020837056
6870972580508513306,5211673327552264703,1328618437884612347,-115909536143817330,4164212115654350513,-9033211547111606164
8243193415815549463,-2400879112398974660,-2715495584815099454,826748584447376099,6634206168889468590,-7130425546996181071
6917508501173008954,-6215634663594744290,8836508987743809103,3618271604906293310,5111115201913219115,3293246847422795557
8428597553954921991,-2123288010168989418,-3951274083288934897,3407455496422791860,4785499183287168509,3772685586944428188
1639450243805666792,-759389978085260161,6034099213718885791,-1878569380455769122,8900292750226176660,-7463572107837163154
2215773447123360543,-5843518165523212471,4815632823882298534,-502840688786875793,-1353560213232970946,-2167839778474325326
7978090893338710234,-2323511129839590090,-9040419159428373932,7529823674661315431,-7666273193533605701,-5403733687257676872
-5689187996536546877,-7108012586837980940,-2976309714446243509,4546206336477094824,2841545035570793472,-74366709451305894
-2808959554282640221,8836508987743809103,-3482581255202910790,-3058031327323357308,-14569272361926584,6075137928366965854
-6584408680441477889,-5843518165523212471,8355302955998803709,231281690254211527,1115750778137998115,-2323511129839590090
-1129449063360470561,-2323511129839590090,-7666273193533605701,-5082274522455747241,-5403733687257676872,-3850803681204406658
8786528563105605644,3704349024245704692,896159636285333275,-253149055249888078,-6851425181090952724,-4608017393995766765
-5470166294767187597,-4070929606295451361,6817244649248188271,-1609424513692297222,-9152398073968262186,-7638840925036528150
3288699993147470797,4546206336477094824,-6761163882540291832,-2167839778474325326,-2323511129839590090,-4487024160266973763
3739926497176994524,-879594538384021068,231281690254211527,1115750778137998115,-5082274522455747241,4815632823882298534
-7646922141533719881,428486625959995206,-4831310174172854034,5263606973029607223,-1419188045265393093,6947862790919978120
3801658304588389996,3750772607644674028,6678691743269420670,-4280604324733069853,-3269885695260066314,2399228553079505025
-3745582971859460684,1328618437884612347,-8473322535064919980,-6244754482621048226,-8068727428160395745,5258604889412591249
1873952032843878490,-6728844082024523434,-4831310174172854034,-2097075598039554565,-2976309714446243509,-3020916840917845519
3116298625885250927,3801658304588389996,7375475877233036849,5111115201913219115,1536798472239364319,3618271604906293310
-1104501717379772664,2379460324923679020,-6761163882540291832,-4487024160266973763,8779890754987103603,679005777543560737
1561244083438776495,672199059798181601,-7638840925036528150,4744297321841608877,-8954346068661072425,5410293063635507608
-547324075613341407,-502840688786875793,-6761163882540291832,-2167839778474325326,-5843518165523212471,-1306208577536428610
-2555801390963402198,-2405892683303291957,-2323511129839590090,231281690254211527,-5082274522455747241,-5843518165523212471
-7294716554902079523,-2323511129839590090,231281690254211527,1115750778137998115,5779887740609126631,-5082274522455747241
4746056663292225769,-7534240757267992657,6195056361889291497,-5953227649059336919,3585886677712899987,-8068727428160395745
7263689301643675785,-3872763991286728274,-14569272361926584,-3751249597609107201,8302949268716967655,1649752043999819668
7511744555558105059,1737303669706106633,-2976309714446243509,6765368095966422513,-3751249597609107201,-6728844082024523434
-3870325027932266414,-7646922141533719881,5211673327552264703,5688444173453700360,-2424983931459616622,5949788789046720741
-5570795524983603787,3293246847422795557,7506614456429888492,-4309525417316029305,-6207670654614839859,-4132331404553626868
-759389978085260161,-3872763991286728274,8900292750226176660,6766105865162331239,569574447134368517,1639450243805666792
8355302955998803709,231281690254211527,1115750778137998115,-2323511129839590090,-5843518165523212471,-6584408680441477889
-6739959707791598779,-7529178973676767391,5681075485882787671,-4762897581600184489,-5953227649059336919,-5829402940194444779
-2400879112398974660,6634206168889468590,6868454399455433725,4895396506368139469,5005421293875190218,-4640750981890093183
7203367456821804602,6634206168889468590,-4640750981890093183,4895396506368139469,-2400879112398974660,5005421293875190218
4895396506368139469,-7130425546996181071,6634206168889468590,-2400879112398974660,-4640750981890093183,5005421293875190218
6634206168889468590,-7130425546996181071,4895396506368139469,-2400879112398974660,5005421293875190218,-5283011611531067471
5005421293875190218,-7130425546996181071,6634206168889468590,4895396506368139469,-4640750981890093183,-2400879112398974660
4037478513037442964,5005421293875190218,4895396506368139469,-2400879112398974660,-4640750981890093183,6868454399455433725
-4640750981890093183,4037478513037442964,6868454399455433725,4895396506368139469,5005421293875190218,-2400879112398974660
6868454399455433725,4895396506368139469,5005421293875190218,-4640750981890093183,-2400879112398974660,4037478513037442964
6953968734027801757,-6761163882540291832,4546206336477094824,4815632823882298534,1115750778137998115,-5082274522455747241
-5790539535722288419,2399228553079505025,-3269885695260066314,-8068727428160395745,5258604889412591249,-3751249597609107201
2841545035570793472,-7108012586837980940,6831941111848480366,-74366709451305894,-8314629309720421219,-5689187996536546877
2171312647242674161,-6642751159620064055,6565723369088595990,-115892576593938933,-8314629309720421219,-3248233692182971167
3382987666565638029,3293246847422795557,-807868207410889392,5053372977408537204,2867605706298498445,-4608017393995766765
-8535131855706279960,2617330491231854367,378386436485699053,1642787330067525131,-1606980109000976010,2050138727387005412
2867605706298498445,-4762897581600184489,3382987666565638029,8550670510357310628,-7358932766266901263,-7358932766266901263
-3951274083288934897,-2123288010168989418,5929055844564382383,5930806521893160184,-3060116862184714437,4785499183287168509
1450769039556893440,-6742146164569753679,-8068727428160395745,-7191607771634445823,1532206435917316688,-5881946480525580860
4169374063813159761,-5082274522455747241,-6761163882540291832,-5843518165523212471,4815632823882298534,4169374063813159761
4169374063813159761,-5082274522455747241,-6761163882540291832,-5843518165523212471,4815632823882298534,4169374063813159761
8310689940464940949,-6872546942144599345,-8047634385511625486,-6215634663594744290,4532698165746826599,-5314778455998444995
-885453047081832598,7775857588929395558,6097677219931837830,-1101361754763388054,-8717945432162716060,-5231736210378596444
-7499831854130267106,-6245524727898921842,5930806521893160184,-9086955082453789880,6892866957050839435,5395868751435718725
7934258011380835332,8020104407235635818,-2323511129839590090,-2405892683303291957,-1306208577536428610,-7264217791213422584
6104598399077154797,5779887740609126631,231281690254211527,1115750778137998115,4815632823882298534,-5082274522455747241
-7529178973676767391,-5953227649059336919,5761988486867612282,5681075485882787671,-6739959707791598779,-5829402940194444779
4677417698542178243,-6639617916149472585,-6570327055377820618,-253149055249888078,6678691743269420670,-5637143900506554933
-2962461122453899874,-9040419159428373932,-5843518165523212471,7529823674661315431,-2323511129839590090,-3850803681204406658
-807868207410889392,5053372977408537204,-5257244885628286303,-9089854794058353436,5258604889412591249,6678691743269420670
6407605752151817831,-8068727428160395745,-7384231993217222764,8057379878708189245,1184320069221244535,-273156842634169039
-273156842634169039,-9033211547111606164,4422997595777504091,-6119620726358216329,-1181242543195516037,-7905002887579197656
3772685586944428188,-6215634663594744290,4785499183287168509,-6289909056857931861,6195056361889291497,8428597553954921991
-241724866433160984,-2167839778474325326,4909630283317268181,-5843518165523212471,-6761163882540291832,-2323511129839590090
-4070929606295451361,8340838192486391835,-9152398073968262186,3058137260516373249,-1606909838151129701,6892866957050839435
2121807307434667949,2617330491231854367,-3850803681204406658,231281690254211527,-6761163882540291832,-1306208577536428610
-1306208577536428610,231281690254211527,-2167839778474325326,-2323511129839590090,-2405892683303291957,-5843518165523212471
881166463209244600,722931447608069342,-6761163882540291832,-5843518165523212471,2870099478920706993,-1306208577536428610
8869347744613364434,-2323511129839590090,1115750778137998115,4815632823882298534,231281690254211527,-5082274522455747241
-1101361754763388054,-2097075598039554565,-885453047081832598,6800965548226529308,4904775878165401439,2572662123697831414
2006478190737700267,-4070929606295451361,6892866957050839435,-2923886912694084893,7506614456429888492,-4561077506184283336
962287586799267519,5688444173453700360,-6380034335041404646,-8286289711960957081,-7534240757267992657,6669026579073415958
3380406830501456504,-8146108036639482450,-5843518165523212471,4815632823882298534,-2323511129839590090,-5082274522455747241
-434149774629603391,4430520614172753870,-5637143900506554933,5053372977408537204,-5257244885628286303,-9089854794058353436
564282370384747453,-6728844082024523434,-2976309714446243509,2438237966002226084,685073630661800600,-1324705355456975418
8640945691036622521,5037403311832115000,-4029704725707465084,-7732246497578572511,6658481071718074876,7088167897470452815
7088167897470452815,1954991916791271993,-5581910915745827384,-4029704725707465084,8640945691036622521,5037403311832115000
-2123288010168989418,-6728844082024523434,7424795099560672335,4785499183287168509,3407455496422791860,-2976309714446243509
-2097075598039554565,5258604889412591249,5263606973029607223,1649752043999819668,3091351089612339864,2930191803881821526
-3020916840917845519,-6728844082024523434,-4831310174172854034,-2097075598039554565,-2976309714446243509,-3020916840917845519
-2405892683303291957,-6761163882540291832,-2167839778474325326,-5843518165523212471,-2323511129839590090,231281690254211527
-4358357193736101128,4815632823882298534,-2323511129839590090,1115750778137998115,231281690254211527,-5082274522455747241
3716124214746295857,231281690254211527,-1306208577536428610,-6761163882540291832,4815632823882298534,-5843518165523212471
-5736221996280340620,-6207670654614839859,-5154395767417065070,3440451510720294447,8289311442635691404,-7384231993217222764
-6659933088254630422,-7108012586837980940,-3872763991286728274,-6728844082024523434,6766105865162331239,-4996336942690402156
-6639617916149472585,-5637143900506554933,6678691743269420670,-253149055249888078,2399228553079505025,-3269885695260066314
-1463025432902754108,231281690254211527,-5843518165523212471,-2323511129839590090,-1306208577536428610,409265364477466508
-1878128207048892154,5524888769622800245,-6728844082024523434,3618271604906293310,-6642751159620064055,1469580151036142903
-1324705355456975418,564282370384747453,-2976309714446243509,2438237966002226084,-1525688508571111688,685073630661800600
-1259410223376598430,7697593937932606048,-4640750981890093183,-686679025328909441,6868454399455433725,4037478513037442964
-7215110246375999491,5211673327552264703,-115909536143817330,-9033211547111606164,-2855218766021441159,6569463984699537820
-8286289711960957081,-6380034335041404646,-8800029253812071912,6669026579073415958,-7534240757267992657,962287586799267519
-2373876979584952849,4815632823882298534,231281690254211527,1115750778137998115,5779887740609126631,-5082274522455747241
6569463984699537820,-6761163882540291832,8779890754987103603,-6872546942144599345,-2855218766021441159,-7215110246375999491
18738895644634365,5779887740609126631,-6761163882540291832,8355302955998803709,-1452340812018195881,-1425776303341065806
8526042588044002101,4780818054552370624,-115909536143817330,1328618437884612347,-4831310174172854034,5211673327552264703
4744297321841608877,672199059798181601,-1999468346928419252,-4195851681734441295,-7638840925036528150,5410293063635507608
2834072258350675251,-2323511129839590090,-5082274522455747241,-5843518165523212471,231281690254211527,-7047448754687279385
2282385028752844581,5053372977408537204,-2976309714446243509,-5154395767417065070,7419040071212162906,5669290109546991426
8289800212949675494,6999813113145211708,3091351089612339864,-1878569380455769122,660451400045043370,8289800212949675494
8289800212949675494,6999813113145211708,3091351089612339864,-1878569380455769122,660451400045043370,8289800212949675494
6765368095966422513,-8068727428160395745,6678691743269420670,5258604889412591249,-3269885695260066314,2399228553079505025
-3462051751080362224,-3061741807736367554,6766105865162331239,5681075485882787671,6099026883115865746,6587635730509289343
7424795099560672335,-2123288010168989418,3407455496422791860,-6728844082024523434,-6244754482621048226,-8068727428160395745
-7034660627992927630,-1609424513692297222,-6215634663594744290,4430520614172753870,-8717945432162716060,-2896441888220202695
-5314778455998444995,5681075485882787671,-14569272361926584,6075137928366965854,-3482581255202910790,8310689940464940949
2474876390020567211,7510090557616166004,3382795524953511662,-5813211845057621660,6075137928366965854,8729086959762650511
4702453495211185350,6075137928366965854,-6215634663594744290,5111115201913219115,3293246847422795557,8836508987743809103
-5082274522455747241,-4358357193736101128,4815632823882298534,5779887740609126631,231281690254211527,1115750778137998115
4817624205684040310,-5953227649059336919,-3387298624573211014,-847494979958007433,-8800029253812071912,8195862936106508846
-72844094766108869,231281690254211527,-5794047401651735687,-2167839778474325326,4815632823882298534,-5843518165523212471
6009447229221815725,5681075485882787671,-3020916840917845519,1873952032843878490,4904775878165401439,-8286289711960957081
2379460324923679020,4546206336477094824,-3850803681204406658,-2323511129839590090,-6761163882540291832,4909630283317268181
5701873751630396950,-2323511129839590090,231281690254211527,5779887740609126631,-9194572880052200111,-1443593727366384026
7065704533945771463,-3850803681204406658,7138108653908662095,4815632823882298534,457505998997890101,-1663441888197894674
-1663441888197894674,-5843518165523212471,-6761163882540291832,4815632823882298534,457505998997890101,7065704533945771463
8833747781388133494,4815632823882298534,5779887740609126631,-5082274522455747241,-1138633255366005559,-1138633255366005559
-2715495584815099454,-2400879112398974660,4895396506368139469,-5283011611531067471,826748584447376099,-7130425546996181071
-2462651558329037716,1115750778137998115,4546206336477094824,231281690254211527,-3850803681204406658,-6761163882540291832
-4608017393995766765,-6851425181090952724,896159636285333275,8786528563105605644,2231749805468232267,3382987666565638029
